discoverymethod,disc_year,pl_rade,pl_masse,pl_orbper,pl_dens,pl_orbeccen
Transit,2016,1.95,,15.6049212,,0.0
Transit,2023,2.38499999,,9.630929947,,
Transit,2023,2.9,,9.6310258,,0.0
Transit,2014,,,704.962626,,
Transit,2014,4.16,,704.1984,,0.041
Transit,2016,0.75,,3.93766373,,0.0
Transit,2016,,,17.421149659,,
Transit,2016,2.87,,17.421125,,0.0
Transit,2016,,,17.42119869,,
Transit,2016,2.4,,26.41045478,,0.0
Transit,2023,1.26,,13.26084292,,0.0
Transit,2023,2.446,,22.79021423,,
Transit,2023,2.18,,22.79021423,,0.0
Radial Velocity,2007,,,674.6,,0.12
Radial Velocity,2014,,,872.2,,0.183
Transit,2016,0.8,,0.762129261,,
Transit,2016,2.46,,29.90722674,,0.0
Transit,2016,2.46,,29.90722674,,0.0
Transit,2016,2.16,,29.90721859,,0.0
Transit,2016,,,29.90721859,,
Transit,2016,,,40.05881661,,
Transit,2013,2.68,,36.8567758,,0.0
Transit,2013,7.3,13.5,49.412,0.2,
Transit,2013,4.496,,36.8568008,,
Transit,2013,,,36.85698791,,
Transit,2013,9.289,,49.41117582,,
Transit,2013,7.48,,49.41117582,,0.0
Radial Velocity,2012,,,,,
Radial Velocity,2012,,,779.9,,0.056
Radial Velocity,2020,,,34.15,,0.25
Transit,2016,3.28,,6.996926554,,0.0
Transit,2016,,,151.8638332,,
Transit,2016,2.41,,151.863949,,0.0
Transit,2016,2.63,,151.86392,,0.0
Transit,2016,2.75,,30.8638931,,0.0
Transit,2016,,,30.8639476,,
Transit,2021,1.47,,12.90237151,,0.0
Transit,2016,1.55,,54.5094166,,0.0
Transit,2016,1.71,,54.5094166,,
Transit,2016,2.05,,11.55102504,,0.0
Transit,2016,2.67,,11.55102504,,
Transit,2016,,,11.55102554,,
Radial Velocity,2009,,,2496.0,,0.1
Transit,2016,2.725,,,,
Transit,2016,,,5.15448142,,
Transit,2014,1.049,,,,
Transit,2014,0.7,,28.906009,,
Transit,2014,,,16.09227518,,
Transit,2014,2.38,,16.09231474,,0.0
Radial Velocity,2004,4.2,23.1,2.64386,,
Radial Velocity,2004,,,2.64385,,0.16
Radial Velocity,2004,,,2.643897528,,0.1634
Radial Velocity,2005,,,20.8079,,0.106
Radial Velocity,2006,,,4.079,,0.167
Radial Velocity,2008,,,127.58,,0.05
Radial Velocity,2010,,,122.1,,0.34
Radial Velocity,2011,,,778.09998,,0.21
Radial Velocity,2004,,,17.0431,,0.254
Radial Velocity,2011,,,868.0,,0.365
Radial Velocity,2018,,,1278.0,,0.411
Transit,2020,1.11948901,,4.7329,,
Transit,2020,,,4.73292061,,
Transit,2016,3.2,,425.483539,,0.0
Transit,2016,,,425.483539,,
Radial Velocity,2011,,,7.3709,,0.08
Transit,2016,,,13.1827701202,,
Transit,2016,1.84,,13.1829329,,0.0
Radial Velocity,2007,,,383.70001,,0.36
Radial Velocity,2010,,,41.375,,0.366
Transit,2016,,,6.1101429373,,
Transit,2016,1.04,,6.110122,,0.0
Transit,2014,,,28.9062562864,,
Radial Velocity,2011,,,778.1,,0.211
Transit,2016,,,3.14866567,,
Transit,2016,,,3.148661555,,
Transit,2016,2.27,,3.148664534,,0.0
Transit,2016,2.72,,,,
Radial Velocity,2010,,,6.4948,,0.05
Transit,2023,5.16499996,,20.99720001,,
Transit,2016,2.518,,8.689307296,,
Transit,2015,1.74,,2.9841664,,0.02
Transit,2015,1.96,,2.984151,,0.0
Transit,2015,2.51,,4.871229,,0.0
Transit,2015,1.56,,4.871223664,,0.0
Transit,2015,2.649,,,,
Transit,2015,,,4.87122933,,
Transit,2016,2.72,,8.0880135,,
Transit,2016,1.15,,3.70428172,,0.0
Transit,2014,1.36,,3.543917895,,
Transit,2011,3.08,,12.283078,,0.0
Transit,2011,2.83,,12.282998287,,0.0
Transit,2011,2.64,,17.25121397,,0.0
Transit,2014,1.36,,,,
Transit,2011,2.51,,17.25116937,,
Transit,2011,2.73,,17.251,,
Transit,2011,2.72,6.2,17.2559,1.61,
Transit,2023,2.432,,92.7296775,,
Transit,2023,1.69,,32.3763405,,0.0
Transit,2023,2.21,,92.725,,0.0
Radial Velocity,2019,,,120.878,,0.19
Transit,2016,2.43,,15.77378,,0.0
Transit,2016,2.55,,15.7738221,,
Transit,2016,0.84,,16.0506213,,
Transit,2016,,,16.05050834,,
Transit,2016,2.5,,18.45848388,,0.0
Transit,2016,2.12,,18.45847097,,
Transit,2016,,,12.53248222,,
Transit,2016,3.37,,12.53248465,,0.0
Transit,2016,1.222,,,,
Transit,2016,1.61,,1.06378861,,0.0
Radial Velocity,2002,,,1600.0,,0.471
Transit,2014,3.72,,33.6529701,,0.0
Transit,2014,2.549,,,,
Transit,2014,,,13.19720694,,
Transit,2014,,,13.1972874648,,
Transit,2014,3.1,,13.197244,,0.0
Radial Velocity,2022,,1144.1822652,3448.0,,0.09
Transit,2014,2.85,,50.6984448,,0.0
Transit,2014,2.175,,11.38839971,,
Transit,2014,,,11.38840217,,
Radial Velocity,2002,,,10.901,,0.498
Transit,2023,2.51,,26.7575859,,0.0
Transit,2020,1.55313499,,3.79588997084,,
Transit,2020,2.62316413,,14.17589472545,,
Transit,2020,1.615,,3.795963,,0.045
Transit,2011,13.11,170.032,5.35227,0.44,0.33
Imaging,2006,,5720.911326,,,
Imaging,2006,,6674.43,,,
Transit,2012,19.055,282.857,2.17517632,0.24,0.0
Transit,2012,,,3.6623925,,
Transit,2012,,,1.21749415,,0.0013
Radial Velocity,2016,,,4850.0,,0.71
Transit,2012,10.24074428,,4.64012692204,,
Transit,2012,,,4.98168178,,
Transit,2015,1.8,,0.789655,,
Transit,2015,1.82,9.1,0.789636,8.5,0.03
Transit,2015,3.65,15.5,9.030501,,0.001
Transit,2011,20.052901,238.3725,2.15000825,0.163,0.044
Transit,2011,11.77,889.9,3.6313,3.0,0.16
Transit,2011,14.5502,,5.4526479,,
Transit,2011,14.930388,335.62848,3.646706,0.55,0.02
Transit,2011,,,1.32734682,,
Transit,2012,,,4.15810694,,
Transit,2012,12.89,362.311,4.1591399,0.984,0.11
Radial Velocity,2015,,,588.5,,0.296
Transit,2015,1.5,,0.78961301,,
Transit,2012,12.86,374.0,4.159151,,0.0006
Transit,2012,12.68410234,,2.78173786419,,
Transit,2012,15.17673459,,4.37808065212,,
Transit,2012,,,3.6935999,,
Transit,2012,12.4681,,4.6170519,,
Transit,2012,,,1.74978117,,
Transit,2012,13.54780189,,5.01721460231,,
Transit,2012,9.63974,160.50415,4.3050011,0.99,0.064
Transit,2012,9.86392,174.8065,4.305,,0.0
Transit,2012,,,2.21674248,,
Transit,2012,10.671,176.07,3.0678504,0.737,0.07
Transit,2012,11.79968678,,3.06781598971,,
Transit,2012,,,2.90368303,,
Transit,2013,17.48604,616.5902,2.70339,,0.0
Transit,2013,,,1.354133,,
Transit,2013,,,2.3114205,,
Transit,2013,,,2.4841987,,
Transit,2012,13.63,,3.3326414,,
Transit,2012,,,3.332683,,
Imaging,2013,,3337.1,,,
Transit,2014,13.22662,,7.8455821,,0.029
Radial Velocity,2014,,,121.71,,0.35
Transit,2014,,,5.0843144,,
Transit,2014,,,4.9540032,,
Transit,2014,,,2.07276,,
Transit,2014,12.67,419.52,2.07276,1.21,0.0
Transit,2014,,,2.07275975,,
Transit,2014,12.33,263.79,2.96264,0.84,0.0
Transit,2014,12.3299,889.924,5.75251,2.63,0.01
Transit,2014,11.43318,772.3269,5.75251,,0.0
Transit,2014,,,,,
Transit,2013,12.10572,93.12419,4.86069,0.24,0.22
Transit,2014,,,4.3011886,,
Radial Velocity,2014,,,872.2,,0.494
Transit,2023,1.95,15.2,1.4468849,11.2,
Transit,2015,18.15858,371.8611,2.70579,,0.0
Transit,2015,19.17,397.27,2.705785,0.33,0.0
Transit,2015,13.249038,184.97706,3.5852467,0.435,0.139
Transit,2015,9.785457,46.08535,3.583893,0.277,0.25
Transit,2015,,,3.2440796,,
Transit,2015,,,1.96162529,,
Transit,2016,20.78145022,284.13859586,1.80988198,0.17,0.0
Transit,2016,,,3.3294663,,
Transit,2016,14.201803,,3.372877,,
Transit,2016,,,3.3726492,,
Transit,2016,,90.3,3.28883,,
Transit,2016,,,3.28878703,,
Transit,2016,,,5.7481356,,
Transit,2016,,,3.61126721,,0.057
Transit,2016,,,3.3023935,,
Transit,2016,,,3.3023928,,
Transit,2016,,,2.1746733,,
Transit,2016,17.85436992,,2.60526736721,,
Transit,2016,,,11.5509734,,
Transit,2016,,,2.23598437,,
Transit,2016,13.56289,854.9627,3.310651,1.98,0.0
Transit,2016,,,2.05287056,,
Transit,2016,,,3.3779344,,
Transit,2016,13.78707,378.85336,2.5495551,0.79,0.08
Transit,2016,,,3.6344327,,
Transit,2017,,,4.7228127,,
Transit,2017,,,4.7228189,,
Transit,2016,1.87,,4.51436633,,
Transit,2016,,,4.5143746528,,
Transit,2016,3.36,,40.6994443,,0.0
Transit,2016,5.56,,7.748094374,,0.0
Transit,2023,,,0.766691517,,
Transit,2013,2.28,14.8,26.136,,
Transit,2014,2.148,,31.78209253,,
Transit,2014,,,31.782210165,,
Transit,2014,4.56,,31.78209253,,0.0
Transit,2014,2.85,,,,
Transit,2022,0.68,,7.545922037,,0.0
Transit,2016,,,20.42200166,,
Transit,2016,1.62,,20.42228798,,0.0
Transit,2016,1.67,,5.1856142,,0.0
Transit,2016,2.34,,5.18560081,,0.0
Transit,2016,2.243,,,,
Transit,2018,4.47,,31.578659338,,0.0
Transit,2016,1.38,,7.2385854,,
Transit,2016,,,10.10773789,,
Transit,2014,4.66,,12.465995556,,0.0
Transit,2014,1.93,,37.9963981,,0.0
Transit,2014,1.93,,37.9963981,,0.0
Transit,2014,2.328,,,,
Transit,2014,,,12.46606378,,
Transit,2014,1.979,,21.5878875,,
Transit,2014,2.38,,37.9963981,,
Transit,2016,1.9,,9.66857386,,0.0
Transit,2016,2.56,,24.4973698,,0.0
Transit,2014,1.53,6.75,3.07222,7.04,
Transit,2012,2.27,,9.521650159,,0.0
Transit,2023,1.64300001,,7.328519821,,
Transit,2023,88.52,,7.32849062,,0.0
Transit,2020,1.42,,8.77426218,,0.0
Transit,2021,2.57059831,,9.977210045,,
Transit,2013,3.873,,,,
Transit,2016,1.75,,7.25931979,,
Transit,2021,2.70393215,,10.86060047,,
Transit,2016,1.742,,,,
Transit,2016,1.47,,22.92272,,0.0
Transit,2014,1.18,,6.66833241,,0.0
Transit,2014,2.15,,10.848463,,
Transit,2014,1.386,,,,
Transit Timing Variations,2014,,,51.20690303,,
Transit,2013,0.71,,21.30199109,,0.0
Transit,2020,,,29.66631669,,
Transit,2020,2.7,,29.66629667,,0.0
Transit,2020,1.56,,18.5010197,,0.0
Transit,2021,0.84,,1.419749146,,0.0
Transit,2016,,,105.145959,,
Transit,2016,2.46,,4.093573252,,0.0
Transit,2016,3.46,,9.61375356,,0.0
Transit,2016,2.57,,7.56052806,,0.0
Transit,2016,2.4,,7.56052209,,0.0
Transit,2014,0.95,,3.173338,,0.0
Transit,2014,,,13.2970695,,
Transit,2016,1.395,,,,
Transit,2014,,,2.4623453904,,
Transit,2016,0.919,,0.638163204,,
Transit,2021,2.774,,39.6769617,,
Transit,2016,1.46,,0.638154,,0.0
Transit,2016,0.99,,0.638163204,,0.0
Transit,2016,1.37,,12.41301,,0.0
Transit,2014,1.75,,3.341802938,,0.0
Transit,2014,1.58,,3.341815,,
Transit,2014,7.52,,224.7782093,,0.0
Transit,2011,0.912,,,,
Transit,2016,2.4,,28.6851324,,0.0
Transit,2012,,,5.7293201473,,
Transit,2012,2.984,,5.729328624,,
Transit,2014,2.48,,5.92973644,,
Transit,2014,1.89,,5.92973644,,0.0
Transit,2014,1.96,,12.247629,,
Transit,2016,,,6.412512953,,
Transit,2016,3.64,,6.412515037,,
Transit,2016,,,84.5737797,,
Transit,2016,0.95,,8.18504949,,0.0
Transit,2021,3.22,,12.2885046,,0.0
Transit,2013,2.878,,,,
Transit,2016,1.77,,99.2530951,,0.0
Transit,2016,1.99,,76.957857,,0.0
Transit,2014,,,22.5969446637,,
Transit,2014,1.2,,45.3485277,,0.0
Transit,2021,2.0,,29.9686052,,0.0
Transit,2021,2.0,,29.9686052,,0.0
Transit,2021,,,19.94774345,,
Transit,2016,1.9,,14.37457351,,0.0
Transit,2016,1.94,,14.37457572,,0.0
Transit,2016,1.9,,14.37457351,,0.0
Transit,2016,0.88,,9.6519,,0.0
Transit,2014,,69.6183,36.337505,0.0051,
Transit,2014,5.31,,36.337373,,
Transit,2016,,,82.1750256078,,
Transit,2014,1.3,,4.22451369,,0.0
Transit,2021,1.175,,34.2069395,,
Transit,2014,,,17.28127891,,
Transit,2014,1.459,,,,
Transit,2014,2.37,,24.3111399,,0.0
Transit,2021,1.48,,3.70062174,,0.0
Transit,2016,2.47,,19.55659418,,
Transit,2016,,,13.62801048,,
Transit,2016,,,4.3540989924,,
Transit,2016,1.09,,12.5720095,,0.0
Transit,2016,0.77,,3.23941344,,0.0
Transit,2016,1.192,,14.7967458,,
Transit,2016,1.49,,4.69505576,,0.0
Transit,2021,,,3.88148385,,
Transit,2014,,,7.03146295,,
Transit,2014,37.4,,7.010617,,0.0
Transit,2016,1.313,,,,
Transit,2016,1.478,,,,
Transit,2016,,,20.4971697,,
Transit,2021,1.71,,7.72513619,,0.0
Transit,2021,1.31,,8.2563025,,0.0
Transit,2014,0.96,,13.29706969,,0.0
Transit,2021,1.94,,4.86634094,,0.0
Transit,2021,1.50066814,,5.613580227,,
Transit,2014,,,21.5262958,,
Transit,2014,1.26,,30.9507608,,0.0
Transit,2016,1.31,,1.638653058,,0.0
Transit,2021,2.2,,44.8686,,0.0
Transit,2016,,,2.46050095,,
Transit,2014,,,4.159816554,,
Transit,2023,1.71,,0.626281378,,0.0
Transit,2014,3.2,,2.711482,,0.0
Transit,2023,1.79,,59.2841571,,0.0
Transit,2016,0.85,,1.005205893,,0.0
Transit,2016,,,13.89963233,,
Transit,2016,1.3,,5.49548533,,0.0
Transit,2016,,,3.582746246,,
Transit,2016,1.42,,13.61159129,,
Transit,2020,,,18.5010898,,
Transit,2021,1.34,,5.88346916,,0.0
Transit,2014,2.39,,11.63701734,,0.0
Transit,2015,0.577,,,,
Transit,2015,0.51,,9.74048418,,0.0
Transit,2016,1.07,,6.10826019,,0.0
Transit,2014,,,50.790364,,
Transit,2016,1.2,,4.36125889,,0.0
Transit,2014,1.53,,4.069425638,,0.0
Transit,2016,1.56,,2.37030743,,0.0
Transit,2016,0.762,,0.762129261,,
Transit,2021,1.16,,2.50475882,,0.0
Transit,2021,1.22,,0.524176094,,
Transit,2023,4.05900001,,116.5849991,,
Transit,2019,,,13.6164547,,
Transit,2014,4.16,,9.439459486,,0.0
Transit,2016,3.64,,469.63111,,
Transit,2014,2.56,23.0,12.759,,
Transit,2014,1.69,,2.211122847,,
Transit,2023,3.7,,10.160956,,0.0
Transit,2023,2.3,,180.921729,,0.0
Transit,2014,1.73,,8.01041305,,0.0
Transit,2014,1.31,,5.62902579,,0.0
Transit,2015,,,207.24785,,
Transit,2016,2.02,,23.8990296,,0.0
Transit,2014,1.79,,8.96848108,,0.0
Transit,2014,3.33,,12.76224947,,0.0
Transit,2014,2.23,,21.3473612,,0.0
Radial Velocity,2007,,,714.29999,,0.21
Transit,2014,,,14.58936813,,
Transit,2021,1.68,,11.6601366,,0.0
Transit,2014,1.08,,34.14189,,0.0
Transit,2016,,,61.0370400526,,
Transit,2015,,,1.96162371,,
Transit,2014,2.11,,17.73852054,,0.0
Transit,2021,,,5.82348911,,
Transit,2016,3.8,,5.660672935,,0.0
Microlensing,2018,,860.0,,,
Transit,2013,1.74,,242.46712,,0.0
Transit,2016,,,3.5840953659,,
Transit,2014,,,4.31178046,,
Transit,2016,1.9,,2.60755,,0.0
Transit,2016,1.5,,11.1726723,,0.0
Transit,2011,12.14,,3.024092505,,0.0
Transit,2014,2.56,,2.4532339,,0.0
Transit,2014,1.187,,,,
Radial Velocity,2023,,413.1769291,4060.0,,0.07
Transit,2013,11.252,,331.6011081,0.911829,0.0
Transit,2016,2.57,,25.2034787,,0.0
Transit,2016,1.96,,29.3494775,,0.0
Transit,2016,3.92,,19.672266,,0.0
Transit,2016,,,23.9107056,,
Transit,2020,0.90819,,2.0478,,0.0
Microlensing,2023,,575.26941667,,,
Transit,2016,,,15.0327550511,,
Transit,2014,1.96,,13.75134642,,0.0
Transit,2016,2.47,,13.24934059,,0.0
Transit,2016,4.23,,19.12947603,,0.0
Transit,2014,2.2,,9.92672514,,0.0
Transit,2014,6.01,,135.4978256,,0.0
Transit,2014,2.76,,26.2347447,,0.0
Transit,2014,1.58,,27.0141783,,0.0
Transit,2014,1.45,,4.93886507,,
Transit,2018,,,2.36840828,,
Transit,2011,10.76,209.76,4.942782,0.93,0.06
Transit,2016,,,4.9033133795,,
Transit,2014,13.04,,125.866438,,
Transit,2014,1.79,,3.71545391,,0.0
Transit,2016,2.741,,124.5244647,,
Transit,2014,3.0,,35.11836,,0.0
Transit Timing Variations,2014,2.34,,12.33087921,,0.0
Transit,2016,0.71,,5.24972541,,0.0
Transit,2016,,,18.4923543014,,
Transit,2016,2.39,,46.8779367,,0.0
Transit,2014,,,3.17741077,,
Transit,2014,2.65,,3.177414601,,0.0
Transit,2014,2.47,,3.177414418,,0.0
Transit,2014,2.78,,3.177414418,,
Transit,2021,,,5.60473115,,
Transit,2016,,,70.9670972817,,
Transit,2016,,,70.9672087,,
Transit,2016,2.86,,70.9674603,,0.0
Transit,2016,1.219,,,,
Transit,2016,2.89,,22.36656079,,
Transit,2016,2.45,,22.36656079,,0.0
Transit,2016,,,22.36664774,,
Transit,2016,1.48,,8.83922659,,0.0
Transit,2016,1.94,,8.83929462,,0.0
Transit,2016,,,8.83929462,,
Transit,2016,2.45,,14.58649856,,0.0
Transit,2016,2.11,,14.586675,,0.0
Transit,2016,,,14.5865586183,,
Transit,2016,,,15.3626052,,
Transit,2016,,,15.3626250974,,
Transit,2016,2.21,,15.36262753,,0.0
Transit,2021,1.735,,8.94343618,,
Transit,2021,1.5,,8.94343618,,0.0
Transit,2016,,,3.0091070934,,
Transit,2016,1.22,,,,
Transit,2016,,,46.87827068,,
Transit,2016,0.75,,6.28385491,,0.0
Transit,2016,,,6.28384079,,
Transit,2023,1.04,,3.82316376,,0.0
Transit,2016,,,114.336052,,
Transit,2016,1.18,,4.1653651,,0.0
Transit,2016,,,4.16536757,,
Orbital Brightness Modulation,2013,10.7011777,,1.54493336287,,
Orbital Brightness Modulation,2013,12.35,,1.54492977,,0.0
Orbital Brightness Modulation,2013,14.01,635.63,1.54492875,,0.0
Transit,2014,3.154,,,,
Transit,2020,2.46,,56.414742,,0.0
Transit,2014,3.37,,15.1622735,,
Transit,2014,,,15.16221349,,
Transit,2014,3.21,,10.04377084,,0.0
Transit,2014,,,28.5514873558,,
Transit,2024,0.43,,0.645088,,
Transit,2014,2.71,,16.70920692,,
Transit,2013,,,26.1363370008,,
Transit,2013,,,17.84846244,,
Transit,2013,,9.8,26.13634,2.69,
Transit,2014,1.64,,11.18969,,0.0
Transit,2014,1.64,,11.18961,,
Transit,2014,1.5,,11.18961,,0.0
Transit,2016,2.17,,14.48585199,,0.0
Transit,2014,3.24,,4.362744362,,0.0
Transit,2014,5.6,,6.941344,,0.0
Transit,2014,,,6.94135824,,
Transit,2014,4.56,,31.78209253,,0.0
Transit,2016,1.88,,4.51436633,,0.0
Transit,2016,,,40.6992062,,
Transit,2016,3.176,,,,
Transit,2014,1.433,,6.12481814,,
Transit,2014,1.26,,4.02875481,,0.0
Transit,2014,1.26,,8.9211602,,0.0
Transit,2021,3.7,,3.825904,,0.0
Transit,2021,,,3.8259005,,
Transit,2021,2.64,,3.82590987,,0.0
Transit,2021,2.38421141,,3.825910091,,
Transit,2016,1.45,,5.14438011,,0.0
Transit,2016,3.57,,10.00652995,,0.0
Transit,2016,1.52,,6.49801525,,0.0
Transit,2016,1.52,,6.49801525,,0.0
Transit,2016,1.998,,,,
Transit,2021,1.75,,18.01167665,,0.0
Transit,2016,2.14,,7.97034958,,
Transit,2016,2.18,,15.64588656,,0.0
Transit,2016,2.31,,15.64591713,,0.0
Transit,2014,,,11.2427293,,
Transit,2014,1.37,,4.02875481,,
Transit,2014,,,8.9211113945,,
Transit,2014,1.13,,8.9211602,,
Transit,2014,1.6,,6.12481814,,0.0
Transit,2014,0.968,,5.34185804,,
Transit,2014,1.093,,,,
Transit,2014,1.067,,10.42312041,,
Transit,2014,1.07,,10.42317343,,0.0
Transit,2014,,,5.34182466,,
Transit,2014,0.968,,,,
Transit,2016,,,10.37168863,,
Transit,2016,,,10.37168928,,
Transit,2016,3.2,,10.37168928,,0.0
Transit,2020,1.37,,3.96994893,,0.0
Transit,2016,2.712,,10.37168453,,
Transit,2020,1.335,,3.96994893,,
Transit,2020,1.37,,3.96994893,,0.0
Transit,2020,1.37,,3.96994893,,0.0
Transit,2021,1.96,,38.5752965,,0.0
Transit,2016,,,4.40841331,,
Transit,2016,2.66,,4.40841331,,0.0
Transit,2016,2.3,,4.408468,,0.0
Transit,2016,2.42,,4.40840023,,
Transit,2016,3.221,,,,
Transit,2016,3.22,,33.4177993,,0.0
Transit,2024,0.90866174,,0.39944449523,,
Transit,2023,0.91,,15.611223,,0.0
Transit,2016,2.66,,9.97683705,,
Radial Velocity,2011,,,1275.0,,0.82
Transit,2016,1.57,,18.47764449,,0.0
Transit,2013,2.647,,17.8336313,,
Transit,2013,2.71,,17.834381,,0.0
Transit,2013,,,17.83365704,,
Radial Velocity,2025,,,8.5399,,0.0
Transit,2016,,,33.4176226408,,
Radial Velocity,2015,,,15.3006,,0.1
Radial Velocity,2008,,,5.39792,,0.058
Radial Velocity,2008,,,5.39785,,0.049
Transit,2021,,,46.71608632,,
Transit,2021,1.63,,46.7169344,,0.0
Transit,2014,1.4,,14.6134251,,0.0
Transit,2016,,,5.743469797,,
Transit,2016,3.23,,5.743477265,,0.0
Transit,2016,2.03,,,,
Transit,2016,,,3.40165617,,
Transit,2016,1.19,,3.40165668,,0.0
Radial Velocity,1999,,,241.223,,0.266
Transit,2016,2.067,,1.931559839,,
Radial Velocity,2011,,,443.4,,0.06
Radial Velocity,2011,,,443.39999,,0.0
Radial Velocity,2005,,,1743.2,,0.265
Radial Velocity,2010,,,68.27,,0.12
Transit,2011,12.425,,,,
Transit,2011,13.00244,997.9862,3.02409309,2.53,0.028
Transit,2016,1.87,,25.9422033,,0.0
Transit,2016,1.87,,25.9422033,,0.0
Transit,2016,2.626,,,,
Transit,2016,4.907,,,,
Transit,2016,,,3.58410138,,
Transit,2016,4.57,,3.584101216,,
Transit,2012,,,11.8693144,,
Transit,2012,,3.81,17.977428,1.62,
Transit,2012,1.491,,,,
Transit,2012,1.02,,11.8691507,,0.0
Transit,2012,,,17.97759021,,
Transit,2012,2.144,,17.9776157,,
Transit,2014,3.1,,8.11528727,,0.0
Transit,2014,,,8.1153181405,,
Transit,2014,,,36.9251496583,,
Transit,2014,2.68,,8.11529219,,0.0
Transit,2014,2.8,,8.115317,,
Transit,2021,2.03,,16.00451,,0.0
Radial Velocity,2005,,,5.24,,0.01
Radial Velocity,2005,,,5.24,,0.0
Transit,2016,1.732,,,,
Transit,2016,,,4.4444826,,
Transit,2016,,,0.7409292942,,
Transit,2016,1.22,,0.740926358,,0.0
Transit,2016,2.48,,7.03902374,,0.0
Transit,2016,,,7.03899386,,
Radial Velocity,2020,,,9.567,,0.1
Transit,2016,1.65,,2.131946513,,0.0
Transit,2021,2.15331,,2.5404679,,
Radial Velocity,2021,,,6.744,,0.045
Transit,2016,1.47,,18.0540381,,
Transit,2021,,,88.0712769,,
Transit,2021,2.42168247,,88.07160187,,
Transit,2021,,,88.07122544,,
Transit,2016,2.61,,6.77408868,,0.0
Transit,2016,2.4,,13.71220213,,0.0
Transit,2016,2.4,,13.71220213,,0.0
Imaging,2010,14.01125,1906.98,,,
Transit,2018,14.5717,413.179,4.2337,,
Transit,2018,,,4.1536573,,
Transit,2017,,,3.3326099,,
Transit,2018,19.3662,,3.612771,,
Microlensing,2018,,9.2,,,
Transit,2018,,,2.29210275,,
Transit,2018,13.22662,82.95363,4.3888497,0.191,0.173
Transit,2018,,,2.7439001,,
Transit,2018,11.92923882,,2.74390294216,,
Transit,2018,14.414774,222.481,4.1876244,0.41,0.24
Transit,2015,,,3.1853149,,
Transit,2018,12.498035,87.40325,4.60273,0.263,0.0
Transit,2018,,,1.77713739,,
Transit,2018,12.621334,256.17098,5.416081,0.7,0.129
Transit,2018,,,3.141439,,
Transit,2018,,,2.2252577,,
Transit,2019,13.3674,,1.540776,,
Transit,2019,,,1.64532608,,
Transit,2016,,,1.68279422,,
Transit,2019,18.0112,,4.786958,,
Transit,2019,,,2.7443245,,
Transit,2016,1.93,,4.14787559,,
Transit,2021,,,12.14690704,,
Transit,2014,2.94,,15.965349,,0.0
Transit,2016,1.37,,22.24138,,0.0
Transit,2016,1.751,,,,
Transit,2016,1.57,,8.63043276,,0.0
Transit,2016,1.87,,3.290117953,,
Transit,2013,,306.617,34.91684,7.8,
Transit,2013,5.18,,71.3116583,,0.0
Transit,2021,1.65,,13.02678441,,0.0
Transit,2016,1.838,,,,
Transit,2016,3.08,,7.23400469,,0.0
Transit,2016,,,2.4435854149,,
Transit,2016,1.57,,7.01075434,,0.0
Transit,2021,2.73,,16.71979,,0.0
Transit,2021,,,16.71987303,,
Transit,2016,3.62,,21.81293494,,0.0
Transit,2021,2.68,,44.8698382,,0.0
Transit,2014,2.49,4.9,6.4816307,1.7,0.11
Transit,2016,,,3.24325988,,
Transit,2016,2.578,,47.449955,,
Transit,2016,4.91,,7.27503724,,0.0
Transit,2016,,,7.27503814,,
Transit,2016,5.14,,7.27503724,,
Transit,2014,3.25,,67.093408,,
Transit,2016,2.89,,17.97979816,,0.0
Transit,2020,4.37,,150.8783198,,0.0
Transit,2020,3.16,,150.8779906,,0.0
Transit,2021,2.3249424,,7.165219784,,
Transit,2016,2.7,,87.9732136,,0.0
Transit,2016,1.89,,15.9314739,,0.0
Transit,2016,,,15.93133217,,
Transit,2021,,,7.9709719,,
Transit,2021,2.27,,7.9709719,,0.0
Transit,2016,1.71,,0.868386528,,0.0
Transit,2016,,,0.8683854445,,
Transit,2016,1.77,,3.021668632,,
Transit,2016,0.853,,6.98471973,,
Transit,2016,0.895,,,,
Transit,2016,,,61.03736217,,
Transit,2016,5.82,,53.44944498,,0.0
Transit,2014,0.98,,11.41945387,,0.0
Transit,2014,0.98,,11.41945387,,0.0
Transit,2014,,,11.41941928,,
Transit,2014,,,4.081411554,,
Transit,2016,1.22,,3.568096926,,0.0
Transit,2014,3.055,,,,
Transit,2016,2.405,,,,
Transit,2016,0.98,,20.7056504,,0.0
Transit,2013,3.21,,8.29084167,,0.0
Transit,2013,3.5,,5.487108,,0.0
Transit,2013,3.24,,5.48711441,,0.0
Transit,2014,2.27,,8.10361363,,0.0
Transit,2014,,,8.1036441622,,
Transit,2016,,,12.27078741,,
Transit,2016,2.35,,14.03491514,,0.0
Transit,2016,2.49,,4.182002531,,
Transit,2016,2.07,,13.72465129,,
Transit,2016,2.58,,14.09292,,
Transit,2016,1.01,,0.684533,,
Transit,2014,1.94,,5.169796,,
Transit,2014,1.47,,44.00045,,0.0
Radial Velocity,2009,,,358.0,,0.24
Transit,2014,,,4.7617051257,,
Transit,2014,4.56,,6.581477136,,0.0
Microlensing,2023,,4.06,,,
Transit,2014,2.29,,31.78209253,,
Transit,2016,2.52,,19.32952416,,0.0
Transit,2016,1.431,,5.79180156,,
Transit,2016,1.51,,1.219568047,,0.0
Transit,2016,1.1,,0.6773911,,0.0
Transit,2016,,,10.526294433,,
