discoverymethod,disc_year,pl_rade,pl_masse,pl_orbper,pl_dens,pl_orbeccen
Transit,2016,,,2.5357165688,,
Transit,2021,1.17984089,,4.943290234,,
Transit,2014,2.79,,4.580338622,,0.0
Transit,2023,14.7,,150.0191,,0.0
Transit,2014,1.258,,8.37160502,,
Transit,2014,,,6.15560285,,
Transit,2014,1.26,,31.20013,,0.0
Transit,2016,4.73,,80.8720639,,0.0
Transit,2020,2.87,,83.5783259,,
Radial Velocity,1998,,,442.19,,0.476
Transit,2013,2.19,,59.8780258,,0.0
Transit,2016,2.455,,,,
Transit,2016,,,125.6291479,,
Transit,2016,6.273,,,,
Transit,2016,,,2.8165048928,,
Transit,2016,2.42,,25.85501786,,0.0
Transit,2014,1.91,,6.002535939,,
Radial Velocity,1999,9.19136417,,,,
Transit,2016,1.36,,4.59492,,0.0
Transit,2023,1.44,,4.536993,,0.0
Transit,2013,1.48,,15.08960174,,
Transit,2014,,,2.0908636641,,
Transit,2014,,,44.4306961986,,
Transit,2021,1.19,,2.98616791,,0.0
Transit,2012,13.56289,654.7298,3.855898,1.55,0.0
Transit,2014,1.78,,5.885,,
Transit,2014,3.29,,4.585466941,,0.0
Transit,2021,1.51852059,,14.1960001,,
Transit,2016,2.78,,60.92818866,,0.0
Transit,2010,13.002,572.07,3.577469,1.53,0.0
Transit,2016,,,2.1764231,,
Transit,2017,2.1,,6.20141,,
Transit,2023,,,5.644914154,,
Transit,2023,5.95763,,95.8531625,,
Transit,2014,3.07,,67.844469,,
Transit,2014,1.5,,7.0106324,,0.0
Transit,2016,1.06,,3.744439,,0.0
Transit,2016,2.1,,8.63847725,,0.0
Transit,2014,1.46,,3.71545593,,0.0
Transit,2012,2.2,23.1,7.131,,
Transit,2009,1.68,21.0,0.853585,,
Transit,2016,4.669,,,,
Transit,2011,13.159366,607.0553,1.43036763,1.467,
Transit,2016,1.33,,3.383538066,,0.0
Transit,2011,,,5.452647,,
Transit,2021,,,24.22047026,,
Radial Velocity,2006,,,307.475,,0.079
Transit,2016,,,52.62978192,,
Transit,2021,,,9.17858526,,
Transit,2023,1.409,,13.26084292,,
Transit,2014,2.74,,44.8412214,,0.0
Transit,2016,,,6.5319534308,,
Transit,2012,3.14,,12.88296485,,
Transit,2018,3.05,,11.7195663,,
Transit,2014,2.87,,17.40665938,,
Transit,2016,0.73,,7.7599,,
Radial Velocity,2005,,1204.25787,921.538,,0.159
Transit,2016,3.867,,,,
Transit,2016,1.24,,1.450886907,,0.0
Transit,2011,12.22,317.82,3.2467293,0.93,0.066
Radial Velocity,2002,,,712.13,,0.2
Microlensing,2019,,700.0,,,
Radial Velocity,2008,,1639.99458012,655.57,,0.5439
Transit,2014,4.879,,,,
Transit,2014,2.44,,49.5675359,,0.0
Transit,2016,,,8.5068669229,,
Transit,2016,1.616,,,,
Transit,2014,1.5,,17.34088462,,0.0
Microlensing,2024,,13.4,,,
Transit,2020,3.41,10.0,8.8803256,1.4,0.031
Transit,2014,,,8.1090679999,,
Radial Velocity,2023,,1716.2733978,4356.0,,0.39
Transit,2016,,,47.05670887,,
Transit,2016,2.73,,18.5525701,,0.0
Transit,2016,2.27,,28.8432647,,0.0
Transit,2016,11.42,,3.003876581,,0.0
Transit,2014,,13.0,157.03,,
Transit,2015,11.8,,3.799878,,
Transit,2020,2.92706747,6.9,10.778849,1.5,0.0
Transit,2016,,,71.5253931247,,
Transit,2016,1.5,,4.59489604,,
Transit,2014,1.84,,5.76616658,,0.0
Transit Timing Variations,2022,,209.8,21.512,,0.38
Transit,2021,,,7.80651068,,
Transit,2021,1.35670508,,6.059219837,,
Transit,2018,2.48429818,,6.67934,,
Transit,2014,1.41,,17.9346563,,0.0
Transit,2010,,,4.1250672,,
Transit,2014,1.16,,12.5094525,,0.0
Transit,2012,2.3,,22.78068566,,
Transit,2014,,,51.75530504,,
Transit,2014,0.89,,1.937055,,
Transit,2014,1.61,3.83,13.78164,5.0,0.05
Transit,2014,1.61,1.01,23.08933,1.31,0.024
Transit,2014,1.07,,3.8867907,,
Transit,2014,1.27,,22.407704,,
Transit,2014,1.4,,13.342996,,
Transit,2014,1.11,,129.9459,,
Transit,2012,2.2,62.9,16.385,,
Transit,2014,2.13,24.1,19.271,,
Transit,2014,2.2,35.4,10.065,,
Transit,2012,1.32,19.8,12.072,,
Transit,2014,1.75,1.6,13.781,,
Transit,2011,2.93,8.8,5.912,,
Transit,2014,,,6.877,,
Transit,2014,0.95,,1.93703537,,
Transit,2014,1.25,,7.11369666,,
Transit,2014,1.26,,7.26737224,,
Transit,2011,2.13,,5.90129534,,
Transit,2014,1.16,,7.06117534,,
Transit,2012,1.09,,2.89601166,,
Transit,2014,1.9,,46.18428829,,
Transit,2011,1.98,,8.75208025,,
Transit,2014,1.86,,3.35372553,,
Transit,2014,0.9,,5.7744684,,
Transit,2014,1.81,,13.96935372,,
Transit,2014,1.16,,5.21231974,,
Transit,2009,21.18501,162.0933,3.73,,
Transit,2011,11.197791,158.915,2.45524122,0.624,
Transit,2014,1.649,,,,
Transit,2014,1.645,,,,
Transit,2012,1.501,,,,
Transit,2014,1.289,,,,
Transit,2014,1.727,,,,
Transit,2014,2.765,,,,
Transit,2014,2.135,,,,
Transit,2014,1.394,,,,
Transit,2011,10.465,,,,
Transit,2014,1.738,,,,
Transit,2011,2.021,,,,
Radial Velocity,2006,,,310.55,,0.0666
Transit,2014,1.19,,23.44281,,
Transit,2014,1.18,,6.98803345,,0.0
Transit,2021,1.13863767,,12.73719978,,
Transit,2012,1.11,,2.896009,,0.0
Transit,2012,0.86,,0.742956,,0.0
Transit,2015,1.5,,5.73597,,
Transit,2024,12.87,227.0,10.60057,0.59,0.408
Transit,2016,,,20.5059131764,,
Transit,2021,1.14,,2.986172,,0.0
Transit,2012,2.49,,22.780806,,0.0
Transit,2014,2.0,,3.353707,,0.0
Transit,2014,2.31,,28.46381,,0.0
Transit,2016,1.58,,5.728256,,0.0
Transit,2016,1.17,,0.9282974,,0.0
Transit,2016,1.89,,18.75444,,0.0
Transit,2016,1.86,,13.32411,,0.0
Transit,2016,1.37,,2.613004,,0.0
Transit,2016,1.37,,5.870719,,0.0
Transit,2016,1.24,,3.517482,,0.0
Transit,2017,1.54,,1.5381625,,0.0
Transit,2016,4.61,,88.40703,,0.0
Transit,2016,1.28,,4.194525,,0.0
Transit,2014,1.2,,2.549559,,0.0
Transit,2014,2.14,,13.969407,,0.0
Transit,2014,1.07,,5.212275,,0.0
Transit,2016,2.04,,17.760669,,0.0
Transit,2016,1.49,,1.1511671,,0.0
Transit,2016,0.88,,3.273459,,0.0
Transit,2014,1.51,,8.410953,,0.0
Transit,2016,1.12,,5.945678,,0.0
Transit,2016,1.5,,5.132541,,0.0
Transit,2021,1.66,,16.85481,,0.0
Transit,2016,3.3,,2.852375,,0.0
Transit,2014,2.1,,8.457521,,0.0
Transit,2010,18.21793114,,1.21983821253,,
Transit,2016,1.82,,5.378901,,0.0
Radial Velocity,2022,,,11.12214,,0.413
Transit,2011,2.0,158.9,8.7522,,
Transit,2011,10.76,160.497,2.455239,0.8,0.11
Transit,2012,0.82,,0.74296,,
Transit,2012,2.1,,8.0109434,,
Transit,2012,1.84,45.4,16.3850021,,
Transit,2012,1.23,,12.0717249,,
Transit,2011,2.0,,8.7522,,
Transit,2012,1.5,,2.896,,
Transit,2014,2.05,,20.060548,,
Transit,2014,1.09,,3.306539,,
Transit,2014,2.22,,46.183669,,
Transit,2014,1.57,,15.368459,,
Transit,2014,1.11,,2.549575,,
Transit,2014,1.32,,34.989262,,
Transit,2014,1.57,,8.295611,,
Transit,2014,1.03,,7.054346,,
Transit,2014,1.38,,8.410894,,
Transit,2014,2.13,,6.87745,,
Transit,2014,2.27,,28.464515,,
Transit,2014,2.37,,4.164389,,
Transit,2014,1.03,,5.212333,,
Transit,2014,0.61,,10.312364,,
Transit,2014,1.33,,22.407793,,
Transit,2014,2.23,,3.340222,,
Transit,2014,2.0,,23.968127,,
Transit,2014,1.51,,7.113702,,
Transit,2014,1.93,,19.271566,,
Transit,2014,1.64,,20.306546,,
Transit,2014,1.23,,3.543917895,,0.0
Transit,2012,1.83,,7.028,,
Transit,2014,1.98,,2.024145594,,0.0
Transit,2016,2.47,,12.207632,,
Transit,2024,9.39553231,129.0,45.52234,0.85,0.485
Transit,2019,,,3.360156,,
Transit,2016,1.5,,2.1645503,,0.0
Transit,2016,2.89,,10.06082567,,0.0
Transit,2013,2.88,,124.9144,,
Transit,2016,1.51,,0.567857136,,
Transit,2021,1.34,,1.615349,,0.0
Transit,2016,0.96,,2.104316,,0.0
Transit,2016,3.1,,2.226494,,0.0
Transit,2021,2.7,,5.720856,,0.0
Transit,2016,2.9,,4.49685,,0.0
Transit,2021,1.53,,4.577026,,0.0
Transit,2016,2.1,,8.07392,,0.0
Transit,2014,1.94,,13.781052,,0.0
Transit,2014,0.79,,10.31202,,0.0
Transit,2016,2.23,,12.376487,,0.0
Transit,2016,2.64,,11.023423,,0.0
Transit,2014,1.66,,22.407688,,0.0
Transit,2016,1.37,,1.6826933,,0.0
Transit,2011,9.85,,2.45524051,,0.0
Transit,2020,1.15,,5.779572,,0.0
Transit,2014,1.13,,7.05441,,0.0
Transit,2016,1.96,,56.0560538,,0.0
Transit,2012,2.33,,8.01081478,,0.0
Transit,2012,1.33,,12.07135949,,0.0
Transit,2014,1.27,,7.11372736,,0.0
Transit,2014,1.09,,3.306548978,,0.0
Transit,2014,1.21,,15.36843606,,0.0
Transit,2011,2.09,,5.901282819,,0.0
Transit,2012,1.32,,2.896013787,,0.0
Transit,2025,12.28,,67.5952229,,0.0
Transit,2014,2.12,,3.353730333,,0.0
Transit,2014,2.01,,28.46462622,,0.0
Transit,2021,0.92,,7.71792296,,0.0
Transit,2016,1.51,,5.72812599,,0.0
Transit,2016,1.47,,0.928310498,,0.0
Transit,2016,1.55,,11.41928253,,0.0
Transit,2016,1.75,,18.7546998,,0.0
Transit,2016,1.35,,13.32388301,,0.0
Transit,2016,2.29,,82.5342519,,0.0
Transit,2021,0.88,,12.73672,,0.0
Transit,2011,,,20.86024027,,
Radial Velocity,2007,,,1285.0,,0.167
Transit,2016,1.61,,7.25931979,,0.0
Transit,2013,13.18791073,,2.31142033564,,
Transit,2016,,,5.94228603,,
Transit,2020,9.05543,,3.68497,,
Transit,2020,5.91629233,,0.980972,,
Transit,2016,2.71,,2.525593315,,0.0
Transit,2012,3.57,,38.5575914,,0.0
Transit,2010,3.98,7.0,31.995,,
Transit,2014,0.79,,27.4537294,,0.0
Transit,2012,,6.41,13.849846,8.9,
Transit,2016,1.3,,6.494474,,0.0
Transit,2016,0.868,,5.4252061,,
Transit,2014,1.85,,8.77508519,,0.0
Transit,2020,2.865,5.93,10.778838,1.3,0.023
Transit,2010,7.74,,19.270825843,,0.0
Radial Velocity,1998,,,60.85,,0.27
Transit,2014,2.54,,17.02902786,,0.0
Transit,2016,,,6.53194024,,
Transit,2013,3.168,,,,
Transit,2014,1.59,,11.24283541,,0.0
Pulsar Timing,1994,,0.02,25.262,,0.0
Radial Velocity,2005,,,2263.12,,0.493
Transit,2018,,,2.62669768,,
Transit,2016,4.27,,88.40655258,,0.0
Transit,2018,0.705,,7.814,,0.042
Transit,2021,1.39,57.0,2.38839,,0.14
Transit,2016,1.21,,3.517494394,,0.0
Transit,2021,0.92,,4.04355143,,0.0
Transit,2014,1.27,,7.11372736,,0.0
Transit,2014,1.09,,3.306548978,,0.0
Transit,2016,2.08,,9.467814048,,0.0
Transit,2016,1.22,,0.893041236,,0.0
Transit,2011,2.09,,5.901282819,,0.0
Transit,2012,1.32,,2.896013787,,0.0
Transit,2012,1.88,,0.742958836,,0.0
Transit,2014,2.02,,6.877449897,,0.0
Transit,2014,2.01,,28.46462622,,0.0
Transit,2016,1.47,,0.928310498,,0.0
Transit,2016,1.55,,11.41928253,,0.0
Transit,2021,1.38,,14.53410194,,0.0
Transit,2016,1.16,,9.10967112,,0.0
Transit,2014,1.7,,13.96948245,,0.0
Transit,2014,1.24,,5.21231585,,0.0
Transit,2016,1.56,,1.151166506,,0.0
Transit,2016,0.87,,3.273460736,,0.0
Transit,2016,1.85,,5.132485618,,0.0
Transit,2021,2.08,,16.85593514,,0.0
Transit,2021,1.99,,13.81505213,,0.0
Transit,2021,1.01,,8.84786839,,0.0
Transit,2014,2.71,,4.164383815,,0.0
Transit,2023,2.59,,6.383163462,,0.0
Transit,2011,11.03,,2.45524062,,0.0
Transit,2021,1.18,,1.615359728,,0.0
Transit,2021,0.59,,0.727330426,,0.0
Transit,2014,0.78,,7.05427318,,0.0
Transit,2016,0.67,,2.886762645,,0.0
Transit,2016,6.63,,11.12830484,,0.0
Transit,2016,1.48,,1.766789062,,0.0
Transit,2016,2.23,,12.2854603,,0.0
Transit,2016,1.96,,5.53608151,,0.0
Transit,2014,0.58,,10.31320643,,0.0
Transit,2016,1.97,,49.276764,,0.0
Transit,2015,1.47,,101.1114976,,0.0
Transit,2012,2.0,,16.38489988,,0.0
Transit,2014,,,21.86969391,,
Transit,2015,,,2.4652946,,
Transit,2016,3.0,,,,
Transit,2021,2.01,,23.7832097,,0.0
Transit,2014,1.43,6.35,2.42629,11.82,
Transit,2021,1.97,,2.800118124,,0.0
Transit,2010,,,3.76483312,,
Transit,2018,1.94,,11.872900829,,0.0
Transit,2012,9.057,1907.0,33.60134,14.0,0.01
Transit,2014,1.47,,24.2102171,,0.0
Transit,2010,,,,,
Transit,2014,2.03,,8.307872,,
Transit,2014,2.55,55.3,17.232,,
Transit,2021,3.2,,13.59056583,,0.0
Transit,2017,1.05,0.065,14.651,0.31,0.1303
Transit,2016,1.09,,7.61760804,,0.0
Transit,2010,,,,,
Transit,2016,1.337,,,,
Transit,2013,,,35.73432746,,
Transit,2011,2.73,,12.283,,
Transit,2014,1.16,,4.14808732,,0.0
Transit,2016,2.02,,18.6051942,,
Transit,2016,2.36,,10.99469878,,
Microlensing,2017,,4253.0,1220.0,,0.42
Transit,2014,5.77,51.1,3.4876812,1.45,0.086
Transit,2014,2.96,,12.69105209,,0.0
Transit,2015,,,19.292062,,
Transit,2016,2.803,,16.00494214,,
Transit,2014,0.79,,6.164876,,0.0
Radial Velocity,2011,,4402.55909376,1301.36009,,0.311
Transit,2016,1.33,,10.45843441,,
Transit,2016,3.316,,,,
Transit,2015,2.5,444.962,0.381078,,
Transit,2016,,,31.05772543,,
Transit,2014,,,34.0607677,,
Transit,2017,,,4.8101042,,
Transit,2018,1.63,,2.174782,,
Transit,2014,,3305.02,2.0908113,526.0,
Transit,2019,11.37711541,239.32479047,2.5441765,,0.0
Radial Velocity,2001,,,829.0,,0.04
Transit,2017,,,20.273017,,
Transit,2014,,,25.7457957,,
Transit,2015,,,2.70578373,,
Transit,2014,1.19,,5.34185804,,0.0
Transit,2019,,,4.1117634,,
Transit,2016,1.16,,15.189034,,0.11
Transit,2016,1.86,,1.980357663,,
Radial Velocity,2008,,,5.39699,,0.0
Transit,2016,1.98,,2.757982666,,
Transit,2011,15.13215,2227.9883,5.45265,,0.44
Transit,2022,0.7599,,0.8094,,
Transit,2016,1.95,,25.0824626,,
Transit,2016,,,56.05597307,,
Transit,2021,,,14.53399886,,
Transit,2014,,,20.06055885,,
Transit,2014,,,3.30654812,,
Transit,2016,,,11.41926322,,
Transit,2014,,,3.88678897,,
Transit,2017,0.918,0.62,6.099615,4.4,0.085
Transit,2017,1.127,1.34,12.35294,5.2,0.061
Transit,2017,0.755,,20.0,,
Transit,2016,1.41,,2.88676239,,0.33
Transit,2014,1.2,,23.0889203,,0.01
Transit,2016,18.988046,,1.2749255,,0.0
Transit,2014,2.169,,3.3402178,,
Transit,2014,2.007,,46.18406,,
Transit,2009,21.655788,151.60491,3.7354845,0.082,0.0
Transit,2016,,,,,
Transit,2016,,,,,
Transit,2009,,,,,
Transit,2016,0.956,,,,
Transit,2016,2.072,,,,
Transit,2014,1.577,,,,
Transit,2016,1.342,,,,
Transit,2012,1.917,,,,
Transit,2014,1.447,,,,
Transit,2014,1.392,,,,
Transit,2016,1.498,,,,
Transit,2016,2.451,,,,
Transit,2016,1.178,,,,
Transit,2011,2.231,,,,
Transit,2014,2.415,,,,
Transit,2016,1.021,,,,
Transit,2014,1.179,,,,
Transit,2014,2.13,,,,
Transit,2016,1.644,,,,
Transit,2014,2.726,,,,
Transit,2012,2.018,,,,
Transit,2016,3.144,,,,
Transit,2012,2.504,,,,
Transit,2011,11.634,,,,
Transit,2016,4.38,,8.512035877,,0.0
Transit,2014,2.84,,16.08821,,0.0
Transit,2018,2.1,,27.359,,
Transit,2021,3.17,,59.7711433,,0.0
Transit,2014,3.961,,72.381301,,
Transit,2014,,,8.58586259,,
Radial Velocity,2003,,,613.1,,0.41
Transit,2016,1.91,,23.9107056,,0.0
Transit,2014,4.562,,11.09431923,,
Transit,2014,1.986,,,,
Transit,2014,2.224,,,,
Transit,2014,2.202,,,,
Transit,2014,1.634,,5.317435416,,
Transit,2012,2.516,,,,
Transit,2014,2.109,,,,
Transit,2014,1.3,,,,
Transit,2014,2.323,,,,
Transit,2014,1.745,,,,
Transit,2012,1.324,,,,
Transit,2014,2.35,,,,
Transit,2014,1.176,,,,
Transit,2014,2.66,,,,
Transit,2014,1.26,,23.0904007,,
Transit,2014,2.06,,3.34024,,
Transit,2014,1.32,,2.75560188,,
Transit,2011,1.86,,5.91212988,,
Transit,2012,1.8,,8.01280975,,
Transit,2014,1.28,,7.11388016,,
Transit,2012,1.69,,16.38522911,,
Transit,2014,1.41,,13.34331036,,
Transit,2014,1.79,,3.35368204,,
Transit,2014,0.96,,3.3065691,,
Transit,2014,1.79,,46.18510056,,
Transit,2012,2.18,,22.78033066,,
Transit,2014,1.68,,13.343,,
Transit,2011,10.74,,2.455,,
Transit,2014,1.27,,7.114,,
Transit,2012,1.43,,2.896,,
Transit,2012,2.58,,22.78,,
Transit,2014,1.2,,2.55,,
Transit,2014,2.5,,6.877,,
Transit,2014,0.84,,7.054,,
Transit,2014,1.14,,20.995,,
Transit,2014,2.42,,13.969,,
Transit,2010,1.71,4.3,10.304,,
Radial Velocity,2021,,,193.2,,0.08
Transit,2014,1.77,,1.729366467,,
Transit,2016,1.79,,4.7683049,,0.0
Transit,2014,1.557,,4.22864988,,
Transit,2015,2.14,,19.07536,,
Transit,2014,2.9,,7.41680902,,
Transit,2016,1.6,,3.97076603,,0.0
Transit,2016,,,2.8493,,
Transit,2025,6.6,32.0,6.753581,0.6,
Transit,2014,,,4.601811819,,
Transit,2016,2.47,,18.01621096,,
Transit,2016,0.83,,2.89223021,,0.0
Transit,2014,1.07,,5.212,,
Transit,2016,3.04,,11.59822172,,
Transit,2014,1.4,,13.78109344,,
Transit,2014,1.58,,20.30655662,,
Transit,2011,2.37,,8.75210645,,
Transit,2014,1.63,,23.08901839,,
Transit,2012,2.7,,7.87740709,,
Transit,2016,1.28,,0.928310498,,
Transit,2012,2.5,,22.78076945,,
Transit,2016,0.95,,3.273460736,,
Transit,2014,1.89,,8.41100287,,
Transit,2016,1.49,,5.8706191,,
Transit,2014,1.64,,8.29559431,,
Transit,2016,2.59,,12.2854603,,
Transit,2016,2.26,,5.53608151,,
Transit,2014,1.16,,5.7952971,,
Transit,2016,1.46,,8.07392849,,
Transit,2016,1.34,,2.886762645,,
Transit,2014,1.12,,129.94577,,
Transit,2012,2.01,,0.742958836,,
Transit,2012,9.8,286.8,21.405,,
Transit,2016,,,8.8391108745,,
Transit,2014,1.72,,6.002535939,,0.0
Transit,2013,3.1,,17.84863,,0.0
Transit,2018,0.86850263,,2.080615,,
Transit,2014,3.38,,157.072878,,
Transit,2014,9.88,,86.67855186,,0.0
Transit,2017,11.54527,425.8922,2.798581,1.59,0.0
Transit,2014,1.774,,7.03144308,,0.0
Transit,2014,2.24,,55.1866695,,0.0
Transit,2016,1.641,,,,
Transit,2014,2.52,,6.400157105,,0.0
Transit,2016,2.08,,10.94026745,,0.0
Transit,2016,1.49,,66.5598,,0.0
Transit,2014,2.72,,11.90350858,,0.0
Transit,2021,,,10.44087398,,
Transit,2016,0.9,,2.78815679,,
Transit,2014,,,25.5172744,,
Transit,2014,1.95,,27.6665971,,
Transit,2020,1.17986031,,3.89526,,
Transit,2016,,,10.1171684,,
Transit,2013,0.927,,9.604979,,0.42
Transit,2009,,,2.9162433,,0.0133
Transit,2023,2.59,,6.383163462,,0.0
Transit,2016,1.79,,14.282318,,0.0
Transit,2012,2.33,,7.87740709,,0.0
Transit,2016,3.07,,11.59822172,,0.0
Transit,2014,1.73,,19.2715468,,0.0
Transit,2014,1.61,,10.06525843,,0.0
Transit,2014,1.99,,20.06037454,,0.0
Transit,2014,1.22,,7.82501206,,0.0
Transit,2014,1.85,,23.9679932,,0.0
Transit,2014,1.31,,2.549563296,,0.0
Transit,2014,1.24,,5.21231585,,0.0
Transit,2016,2.17,,17.76080053,,0.0
Transit,2016,0.87,,3.273460736,,0.0
Transit,2014,1.76,,8.41100287,,0.0
Transit,2016,1.16,,5.94566534,,0.0
Transit,2016,1.79,,2.852348975,,0.0
Transit,2021,1.99,,13.81505213,,0.0
Transit,2011,11.03,,2.45524062,,0.0
Transit,2021,0.59,,0.727330426,,0.0
Transit,2016,1.38,,5.8706191,,0.0
Transit,2016,1.21,,3.517494394,,0.0
Transit,2017,0.75,,1.538181528,,0.0
Transit,2016,4.27,,88.40655258,,0.0
Transit,2016,0.87,,3.273460736,,0.0
Transit,2014,1.76,,8.41100287,,0.0
Transit,2014,1.08,,5.7952971,,0.0
Transit,2016,1.16,,5.94566534,,0.0
Transit,2021,1.99,,13.81505213,,0.0
Transit,2015,1.47,,101.1114976,,0.0
Transit,2014,1.29,,20.30655662,,0.0
Transit,2012,1.81,,16.38485646,,0.0
Transit,2012,2.33,,7.87740709,,0.0
Transit,2016,1.32,,2.243381847,,0.0
Transit,2014,1.99,,20.06037454,,0.0
Transit,2014,1.22,,7.82501206,,0.0
Transit,2014,1.85,,23.9679932,,0.0
Transit,2014,1.53,,8.29559431,,0.0
Transit,2016,1.96,,56.0560538,,0.0
Transit,2014,1.38,,20.99589959,,0.0
Transit,2016,2.11,,11.02347475,,0.0
Transit,2014,0.95,,1.937032068,,0.0
Transit,2014,1.15,,7.06117359,,0.0
Transit,2016,,,43.3165096534,,
Transit,2016,1.53,,3.222969273,,
Transit,2023,,,20.99749865,,
Transit,2016,1.08,,15.0447198,,0.0
Transit,2016,5.41,,76.13602028,,0.0
Transit,2012,,,16.38482024,,
Transit,2016,,,10.94026745,,
Transit,2014,1.32,,7.82501206,,
Transit,2014,2.41,,3.34021995,,
Transit,2016,2.18,,9.467814048,,
Transit,2016,2.09,,8.114379,,
Transit,2011,11.25,,2.45524062,,
Transit,2016,2.02,,13.32388301,,
Transit,2016,2.02,,18.7546998,,
Transit,2016,1.27,,0.893041236,,
Transit,2016,1.19,,9.10967112,,
Transit,2016,1.113,,1.510848,,0.0
Transit,2016,1.049,,2.421848,,0.0
Transit,2016,20.904785,375.99289,1.2749255,0.243,0.0
Transit,2016,2.9,,15.5712,,
Transit,2016,5.51,,131.0,,
Transit,2016,,,12.3764467,,
Transit,2016,,,11.02347673,,
Transit,2011,,,5.91227219,,
Transit,2014,,,13.7810915,,
Transit,2012,,,8.01080765,,
Transit,2014,,,7.11375572,,
Transit,2011,,,8.75208271,,
Transit,2014,,,23.08898875,,
Transit,2014,,,13.34302938,,
Transit,2014,,,4.16438309,,
Transit,2016,,,8.11437059,,
Transit,2014,,,15.36844007,,
Transit,2021,,,16.85597874,,
Transit,2012,,,22.78073412,,
Transit,2014,,,8.41102098,,
Transit,2021,,,8.84790854,,
Transit,2016,,,2.22648583,,
Transit,2016,,,5.536118,,
Transit,2014,,,6.87745863,,
Transit,2016,,,8.07397517,,
Transit,2014,,,20.99597271,,
Transit,2015,,,101.11135511,,
Transit,2014,,,7.06118403,,
Transit,2014,,,13.96950159,,
Transit,2014,,,129.9533307,,
Transit,2014,,,10.06523212,,
Transit,2011,,,5.9012915,,
Transit,2021,,,13.81505985,,
Transit,2016,,,14.2822923,,
Transit,2018,0.73,,0.961918,,
Radial Velocity,2004,,,0.7365445,,0.036
Transit,2016,,,4.2253841112,,
Transit,2014,2.012,,,,
Transit,2014,2.029,,,,
Transit,2014,1.816,,,,
Transit,2011,2.112,,,,
Transit,2014,1.323,,,,
Transit,2014,1.329,,,,
Transit,2016,1.619,,,,
Transit,2014,2.496,,,,
Transit,2014,2.102,,,,
Transit,2016,1.812,,,,
Transit,2016,2.139,,,,
Transit,2014,1.478,,,,
Transit,2014,2.392,,,,
Transit,2014,2.18,,,,
Transit,2014,1.251,,,,
Transit,2014,1.456,,,,
Transit,2016,1.937,,,,
Transit,2016,1.766,,,,
Transit,2014,1.411,,,,
Transit,2016,1.597,,,,
Transit,2016,5.814,,,,
Transit,2016,2.29,,,,
Transit,2012,15.58051,180.52744,4.411953,0.262,0.075
Transit,2016,,,12.3764716758,,
Transit,2016,,,11.0234697752,,
Transit,2016,,,11.5982049659,,
Transit,2014,,,7.1137758566,,
Transit,2014,,,7.2671471453,,
Transit,2014,,,23.9679951787,,
Transit,2014,,,4.1643853086,,
Transit,2016,,,8.1143753285,,
Transit,2016,,,28.5991314718,,
Transit,2011,,,2.4552405851,,
Transit,2016,,,1.6826929636,,
Transit,2014,,,2.755638882,,
Transit,2016,,,18.7542247156,,
Transit,2014,,,2.549558406,,
Transit,2012,,,2.8960227414,,
Transit,2014,,,3.8867946915,,
Transit,2016,,,0.9283108354,,
Transit,2014,,,15.3684408753,,
Transit,2016,,,1.1511666126,,
Transit,2014,,,8.4110223562,,
Transit,2014,,,1.93703854,,
Transit,2016,1.48,,1.970342457,,
Transit,2014,2.806,,55.1866695,,
Transit,2016,1.79,,56.1886887,,0.0
Transit,2016,1.47,,18.3027248,,
Radial Velocity,2000,,,2136.1,,0.3407
Transit,2020,1.95,8.75,3.5951,6.39,0.06
Transit,2016,1.35,,2.237492751,,0.0
Transit,2021,18.0,,148.2682,,0.0
Transit,2017,15.80469,244.09344,3.3488702,0.34,0.33
Transit,2016,2.985,,,,
Transit,2016,1.21,,16.35834,,0.0
Transit,2014,,,15.27458613,,
Transit,2014,1.67,5.2,13.781564,6.1,0.011
Radial Velocity,2023,,5943.3912109,2342.6,,0.6708
Transit,2023,,,1.73513619,,
Transit,2014,,,3.3537313862,,
Transit,2016,,,5.8706366984,,
Transit,2016,,,5.7280724443,,
Transit,2018,14.403565,1102.8701,1.3866529,2.02,0.0
Transit,2011,10.76064,153.82972,2.4552339,0.68,0.23
Transit,2016,,,1.6468007943,,
Transit,2014,,,13.9695295096,,
Transit,2014,,,129.942511215,,
Transit,2016,,,4.4968311296,,
Transit,2012,,,0.7429590538,,
Transit,2014,,,36.4454819511,,
Transit,2014,,,10.0652457992,,
Transit,2014,1.68,1.17,23.09302,1.36,0.027
Transit,2014,0.701,0.187,10.31368,3.02,0.006
Transit,2016,,,,,
Transit,2016,,,1114.0,,
Transit,2016,20.1762,,1.2749255,,
Transit,2014,,,8.295629972,,
Transit,2016,,,2.2264883734,,
Transit,2016,,,12.2854612392,,
Transit,2014,,,5.7953108468,,
Transit,2016,,,8.0740058633,,
Transit,2016,,,49.276759999,,
Transit,2014,,,20.9957483901,,
Transit,2016,,,2.8867601176,,
Transit,2014,1.96,,36.44591,,0.0
Transit,2016,2.99,,11.598192,,0.0
Transit,2014,2.1,,20.06057,,0.0
Transit,2014,1.74,,23.96812,,0.0
Transit,2016,2.29,,8.114368,,0.0
Transit,2011,2.17,,5.912262,,0.0
Transit,2014,1.73,,20.9954,,0.0
Transit,2014,1.2,,3.306562,,0.0
Transit,2016,2.58,,9.467839,,0.0
Transit,2011,2.15,,5.901269,,0.0
